responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,PROTOTYPICALITY,CORRELATED,TAG
sr112,A2RQT56GX8483D,survey1,q_222_2,How odd is the number 8?,10,comp_223_3,Somewhat not odd,0,high,even,eight
sr112,A2RQT56GX8483D,survey1,q_-1_-1,1394545487218,-1,comp_-1_-1,1394545487218,-1,,,
sr112,A2RQT56GX8483D,survey1,q_70_2,How well does the number 7 represent the category of odd numbers?,11,comp_72_3,Somewhat well,3,high,odd,seven
sr112,A2RQT56GX8483D,survey1,q_-1_-1,1394545487218,-1,comp_-1_-1,1394545487218,-1,,,
sr112,A2RQT56GX8483D,survey1,q_34_2,How good an example of an odd number is the number 2?,12,comp_35_3,Somewhat bad,0,high,even,two
sr112,A2RQT56GX8483D,survey1,q_-1_-1,1394545487218,-1,comp_-1_-1,1394545487218,-1,,,
sr112,A2RQT56GX8483D,survey1,q_166_2,How well does the number 6 represent the category of odd numbers?,13,comp_167_3,Somewhat poorly,3,high,even,six
sr112,A2RQT56GX8483D,survey1,q_-1_-1,1394545487218,-1,comp_-1_-1,1394545487218,-1,,,
sr112,A2RQT56GX8483D,survey1,q_106_2,How odd is the number 465?,14,comp_109_3,Very odd,0,low,odd,fourhundredsixtyfive
sr112,A2RQT56GX8483D,survey1,q_-1_-1,1394545487218,-1,comp_-1_-1,1394545487218,-1,,,
sr112,A2RQT56GX8483D,survey1,q_114_2,How good an example of an odd number is the number 396?,15,comp_115_3,Somewhat bad,3,low,even,threehundredninetysix
sr112,A2RQT56GX8483D,survey1,q_-1_-1,1394545487218,-1,comp_-1_-1,1394545487218,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_6_2,How well does the number 3 represent the category of odd numbers?,16,comp_9_3,Well,1,high,odd,three
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_258_2,What is your native tongue?,0,comp_258_3,American English,3,,,
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_110_2,How odd is the number 465?,1,comp_113_3,Completely odd,2,low,odd,fourhundredsixtyfive
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_202_2,How odd is the number 9?,2,comp_205_3,Very odd,2,high,odd,nine
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_142_2,How odd is the number 1?,3,comp_145_3,Completely odd,0,high,odd,one
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_78_2,How odd is the number 7?,4,comp_80_3,Somewhat odd,3,high,odd,seven
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_154_2,How odd is the number 463?,5,comp_157_3,Very odd,0,low,odd,fourhundredsixtythree
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_22_2,How well does the number 241 represent the category of odd numbers?,6,comp_22_3,Poorly,1,low,odd,twofortyone
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_54_2,How well does the number 158 represent the category of odd numbers?,7,comp_55_3,Somewhat poorly,2,low,even,onehundredfiftyeight
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_214_2,How well does the number 8 represent the category of odd numbers?,8,comp_214_3,Poorly,0,high,even,eight
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_174_2,How odd is the number 6?,9,comp_174_3,Not at all odd,2,high,even,six
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_34_2,How good an example of an odd number is the number 2?,10,comp_34_3,Bad,1,high,even,two
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_242_2,How good an example of an odd number is the number 532?,11,comp_242_3,Bad,2,low,even,fivehundredthirtytwo
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_126_2,How odd is the number 396?,12,comp_126_3,Not at all odd,0,low,even,threehundredninetysix
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_186_2,How odd is the number 730?,13,comp_186_3,Not very odd,0,low,even,sevenhundredthirty
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_230_2,How well does the number 827 represent the category of odd numbers?,14,comp_230_3,Poorly,2,low,odd,eighthundredtwentyseven
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr113,AI1VOI8RS5TG3,survey1,q_94_2,How odd is the number 4?,15,comp_94_3,Not at all odd,1,high,even,four
sr113,AI1VOI8RS5TG3,survey1,q_-1_-1,1394546142746,-1,comp_-1_-1,1394546142746,-1,,,
sr114,A7PVOM63I6UH5,survey1,q_238_2,How odd is the number 827?,11,comp_241_3,Completely odd,1,low,odd,eighthundredtwentyseven
sr114,A7PVOM63I6UH5,survey1,q_-1_-1,1394546959545,-1,comp_-1_-1,1394546959545,-1,,,
sr114,A7PVOM63I6UH5,survey1,q_214_2,How well does the number 8 represent the category of odd numbers?,0,comp_217_3,Well,0,high,even,eight
sr114,A7PVOM63I6UH5,survey1,q_-1_-1,1394546959545,-1,comp_-1_-1,1394546959545,-1,,,
sr114,A7PVOM63I6UH5,survey1,q_46_2,How odd is the number 2?,1,comp_46_3,Not at all odd,3,high,even,two
sr114,A7PVOM63I6UH5,survey1,q_-1_-1,1394546959545,-1,comp_-1_-1,1394546959545,-1,,,
sr114,A7PVOM63I6UH5,survey1,q_122_2,How odd is the number 396?,2,comp_123_3,Somewhat not odd,3,low,even,threehundredninetysix
sr114,A7PVOM63I6UH5,survey1,q_-1_-1,1394546959545,-1,comp_-1_-1,1394546959545,-1,,,
sr114,A7PVOM63I6UH5,survey1,q_206_2,How odd is the number 9?,3,comp_209_3,Completely odd,1,high,odd,nine
sr114,A7PVOM63I6UH5,survey1,q_-1_-1,1394546959545,-1,comp_-1_-1,1394546959545,-1,,,
sr114,A7PVOM63I6UH5,survey1,q_146_2,How good an example of an odd number is the number 463?,4,comp_146_3,Bad,0,low,odd,fourhundredsixtythree
sr114,A7PVOM63I6UH5,survey1,q_-1_-1,1394546959545,-1,comp_-1_-1,1394546959545,-1,,,
sr114,A7PVOM63I6UH5,survey1,q_10_2,How odd is the number 3?,5,comp_13_3,Very odd,1,high,odd,three
sr114,A7PVOM63I6UH5,survey1,q_-1_-1,1394546959545,-1,comp_-1_-1,1394546959545,-1,,,
sr114,A7PVOM63I6UH5,survey1,q_246_2,How well does the number 532 represent the category of odd numbers?,6,comp_246_3,Poorly,2,low,even,fivehundredthirtytwo
sr114,A7PVOM63I6UH5,survey1,q_-1_-1,1394546959545,-1,comp_-1_-1,1394546959545,-1,,,
sr114,A7PVOM63I6UH5,survey1,q_130_2,How good an example of an odd number is the number 1?,7,comp_133_3,Good,1,high,odd,one
sr114,A7PVOM63I6UH5,survey1,q_-1_-1,1394546959545,-1,comp_-1_-1,1394546959545,-1,,,
sr114,A7PVOM63I6UH5,survey1,q_102_2,How well does the number 465 represent the category of odd numbers?,8,comp_105_3,Well,0,low,odd,fourhundredsixtyfive
sr114,A7PVOM63I6UH5,survey1,q_-1_-1,1394546959545,-1,comp_-1_-1,1394546959545,-1,,,
sr114,A7PVOM63I6UH5,survey1,q_66_2,How good an example of an odd number is the number 7?,9,comp_69_3,Good,3,high,odd,seven
sr114,A7PVOM63I6UH5,survey1,q_-1_-1,1394546959545,-1,comp_-1_-1,1394546959545,-1,,,
sr114,A7PVOM63I6UH5,survey1,q_182_2,How well does the number 730 represent the category of odd numbers?,10,comp_182_3,Poorly,1,low,even,sevenhundredthirty
sr114,A7PVOM63I6UH5,survey1,q_-1_-1,1394546959545,-1,comp_-1_-1,1394546959545,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_90_2,How odd is the number 4?,16,comp_90_3,Not very odd,1,high,even,four
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_258_2,What is your native tongue?,0,comp_258_3,American English,1,,,
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_158_2,How odd is the number 463?,1,comp_160_3,Somewhat odd,1,low,odd,fourhundredsixtythree
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_6_2,How well does the number 3 represent the category of odd numbers?,2,comp_8_3,Somewhat well,1,high,odd,three
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_198_2,How well does the number 9 represent the category of odd numbers?,3,comp_201_3,Well,0,high,odd,nine
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_166_2,How well does the number 6 represent the category of odd numbers?,4,comp_166_3,Poorly,3,high,even,six
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_50_2,How good an example of an odd number is the number 158?,5,comp_50_3,Bad,2,low,even,onehundredfiftyeight
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_106_2,How odd is the number 465?,6,comp_108_3,Somewhat odd,1,low,odd,fourhundredsixtyfive
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_126_2,How odd is the number 396?,7,comp_126_3,Not at all odd,1,low,even,threehundredninetysix
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_134_2,How well does the number 1 represent the category of odd numbers?,8,comp_136_3,Somewhat well,1,high,odd,one
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_186_2,How odd is the number 730?,9,comp_186_3,Not very odd,2,low,even,sevenhundredthirty
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_226_2,How good an example of an odd number is the number 827?,10,comp_229_3,Good,0,low,odd,eighthundredtwentyseven
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_78_2,How odd is the number 7?,11,comp_81_3,Completely odd,0,high,odd,seven
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_214_2,How well does the number 8 represent the category of odd numbers?,12,comp_214_3,Poorly,0,high,even,eight
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_246_2,How well does the number 532 represent the category of odd numbers?,13,comp_246_3,Poorly,0,low,even,fivehundredthirtytwo
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_42_2,How odd is the number 2?,14,comp_42_3,Not very odd,0,high,even,two
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr115,AGZ5V1SRNW0U,survey1,q_26_2,How odd is the number 241?,15,comp_28_3,Somewhat odd,3,low,odd,twofortyone
sr115,AGZ5V1SRNW0U,survey1,q_-1_-1,1394547513663,-1,comp_-1_-1,1394547513663,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_258_2,What is your native tongue?,16,comp_260_3,Indian English,0,,,
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_202_2,How odd is the number 9?,0,comp_205_3,Very odd,0,high,odd,nine
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_102_2,How well does the number 465 represent the category of odd numbers?,1,comp_104_3,Somewhat well,0,low,odd,fourhundredsixtyfive
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_134_2,How well does the number 1 represent the category of odd numbers?,2,comp_136_3,Somewhat well,3,high,odd,one
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_22_2,How well does the number 241 represent the category of odd numbers?,3,comp_24_3,Somewhat well,3,low,odd,twofortyone
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_86_2,How well does the number 4 represent the category of odd numbers?,4,comp_89_3,Well,0,high,even,four
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_214_2,How well does the number 8 represent the category of odd numbers?,5,comp_217_3,Well,2,high,even,eight
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_54_2,How well does the number 158 represent the category of odd numbers?,6,comp_55_3,Somewhat poorly,1,low,even,onehundredfiftyeight
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_150_2,How well does the number 463 represent the category of odd numbers?,7,comp_152_3,Somewhat well,2,low,odd,fourhundredsixtythree
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_230_2,How well does the number 827 represent the category of odd numbers?,8,comp_232_3,Somewhat well,2,low,odd,eighthundredtwentyseven
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_122_2,How odd is the number 396?,9,comp_124_3,Somewhat odd,3,low,even,threehundredninetysix
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_74_2,How odd is the number 7?,10,comp_77_3,Very odd,2,high,odd,seven
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_254_2,How odd is the number 532?,11,comp_256_3,Somewhat odd,2,low,even,fivehundredthirtytwo
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_174_2,How odd is the number 6?,12,comp_174_3,Not at all odd,2,high,even,six
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_10_2,How odd is the number 3?,13,comp_13_3,Very odd,1,high,odd,three
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_38_2,How well does the number 2 represent the category of odd numbers?,14,comp_38_3,Poorly,3,high,even,two
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr116,A1P2EVJXWYR94M,survey1,q_182_2,How well does the number 730 represent the category of odd numbers?,15,comp_183_3,Somewhat poorly,2,low,even,sevenhundredthirty
sr116,A1P2EVJXWYR94M,survey1,q_-1_-1,1394547601981,-1,comp_-1_-1,1394547601981,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_82_2,How good an example of an odd number is the number 4?,16,comp_85_3,Good,2,high,even,four
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_258_2,What is your native tongue?,0,comp_260_3,Indian English,3,,,
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_106_2,How odd is the number 465?,1,comp_108_3,Somewhat odd,2,low,odd,fourhundredsixtyfive
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_26_2,How odd is the number 241?,2,comp_26_3,Not very odd,1,low,odd,twofortyone
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_198_2,How well does the number 9 represent the category of odd numbers?,3,comp_200_3,Somewhat well,2,high,odd,nine
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_50_2,How good an example of an odd number is the number 158?,4,comp_50_3,Bad,2,low,even,onehundredfiftyeight
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_234_2,How odd is the number 827?,5,comp_234_3,Not very odd,2,low,odd,eighthundredtwentyseven
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_6_2,How well does the number 3 represent the category of odd numbers?,6,comp_9_3,Well,2,high,odd,three
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_114_2,How good an example of an odd number is the number 396?,7,comp_117_3,Good,1,low,even,threehundredninetysix
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_134_2,How well does the number 1 represent the category of odd numbers?,8,comp_136_3,Somewhat well,2,high,odd,one
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_254_2,How odd is the number 532?,9,comp_254_3,Not at all odd,2,low,even,fivehundredthirtytwo
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_42_2,How odd is the number 2?,10,comp_42_3,Not very odd,1,high,even,two
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_214_2,How well does the number 8 represent the category of odd numbers?,11,comp_214_3,Poorly,3,high,even,eight
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_162_2,How good an example of an odd number is the number 6?,12,comp_162_3,Bad,2,high,even,six
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_178_2,How good an example of an odd number is the number 730?,13,comp_179_3,Somewhat bad,2,low,even,sevenhundredthirty
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_150_2,How well does the number 463 represent the category of odd numbers?,14,comp_153_3,Well,1,low,odd,fourhundredsixtythree
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr117,APYYV3B1MT2B6,survey1,q_70_2,How well does the number 7 represent the category of odd numbers?,15,comp_73_3,Well,1,high,odd,seven
sr117,APYYV3B1MT2B6,survey1,q_-1_-1,1394547466025,-1,comp_-1_-1,1394547466025,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_210_2,How good an example of an odd number is the number 8?,16,comp_210_3,Bad,1,high,even,eight
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_258_2,What is your native tongue?,0,comp_258_3,American English,2,,,
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_110_2,How odd is the number 465?,1,comp_112_3,Somewhat odd,0,low,odd,fourhundredsixtyfive
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_2_2,How good an example of an odd number is the number 3?,2,comp_5_3,Good,1,high,odd,three
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_26_2,How odd is the number 241?,3,comp_27_3,Somewhat not odd,0,low,odd,twofortyone
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_66_2,How good an example of an odd number is the number 7?,4,comp_69_3,Good,2,high,odd,seven
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_198_2,How well does the number 9 represent the category of odd numbers?,5,comp_201_3,Well,1,high,odd,nine
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_190_2,How odd is the number 730?,6,comp_190_3,Not at all odd,2,low,even,sevenhundredthirty
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_162_2,How good an example of an odd number is the number 6?,7,comp_162_3,Bad,0,high,even,six
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_126_2,How odd is the number 396?,8,comp_126_3,Not at all odd,3,low,even,threehundredninetysix
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_134_2,How well does the number 1 represent the category of odd numbers?,9,comp_137_3,Well,0,high,odd,one
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_146_2,How good an example of an odd number is the number 463?,10,comp_149_3,Good,2,low,odd,fourhundredsixtythree
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_230_2,How well does the number 827 represent the category of odd numbers?,11,comp_233_3,Well,0,low,odd,eighthundredtwentyseven
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_46_2,How odd is the number 2?,12,comp_46_3,Not at all odd,3,high,even,two
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_50_2,How good an example of an odd number is the number 158?,13,comp_50_3,Bad,0,low,even,onehundredfiftyeight
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_86_2,How well does the number 4 represent the category of odd numbers?,14,comp_86_3,Poorly,0,high,even,four
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr118,A1T2DHM9K7XM92,survey1,q_246_2,How well does the number 532 represent the category of odd numbers?,15,comp_246_3,Poorly,1,low,even,fivehundredthirtytwo
sr118,A1T2DHM9K7XM92,survey1,q_-1_-1,1394548892201,-1,comp_-1_-1,1394548892201,-1,,,
sr119,A1KH62H92N4L13,survey1,q_258_2,What is your native tongue?,16,comp_260_3,Indian English,2,,,
sr119,A1KH62H92N4L13,survey1,q_-1_-1,1394549623546,-1,comp_-1_-1,1394549623546,-1,,,
sr119,A1KH62H92N4L13,survey1,q_70_2,How well does the number 7 represent the category of odd numbers?,0,comp_73_3,Well,2,high,odd,seven
sr119,A1KH62H92N4L13,survey1,q_-1_-1,1394549623546,-1,comp_-1_-1,1394549623546,-1,,,
sr119,A1KH62H92N4L13,survey1,q_194_2,How good an example of an odd number is the number 9?,1,comp_197_3,Good,0,high,odd,nine
sr119,A1KH62H92N4L13,survey1,q_-1_-1,1394549623546,-1,comp_-1_-1,1394549623546,-1,,,
sr119,A1KH62H92N4L13,survey1,q_154_2,How odd is the number 463?,2,comp_156_3,Somewhat odd,2,low,odd,fourhundredsixtythree
sr119,A1KH62H92N4L13,survey1,q_-1_-1,1394549623546,-1,comp_-1_-1,1394549623546,-1,,,
sr119,A1KH62H92N4L13,survey1,q_86_2,How well does the number 4 represent the category of odd numbers?,3,comp_86_3,Poorly,0,high,even,four
sr119,A1KH62H92N4L13,survey1,q_-1_-1,1394549623546,-1,comp_-1_-1,1394549623546,-1,,,
