responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,correlation
sr104,A5TB091R2ZBVV,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr105,A1U3PULHJJGGCC,survey1,q_285_2,Please say both words aloud. Which one would you say?,5,comp_287_3,probably china-athon,2,schwa
sr105,A1U3PULHJJGGCC,survey1,q_7_2,Are you a native speaker of English?,0,comp_7_3,Yes,0,
sr105,A1U3PULHJJGGCC,survey1,q_2_2,What is your age?,1,comp_4_3,36-45,2,
sr105,A1U3PULHJJGGCC,survey1,q_13_2,Please say both words aloud. Which one would you say?,2,comp_13_3,definitely stampede-licious,3,consonant
sr105,A1U3PULHJJGGCC,survey1,q_349_2,Please say both words aloud. Which one would you say?,3,comp_351_3,probably universe-athon,2,consonant
sr105,A1U3PULHJJGGCC,survey1,q_221_2,Please say both words aloud. Which one would you say?,4,comp_223_3,probably cayenne-athon,2,consonant
sr105,A1U3PULHJJGGCC,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr106,A3DHYTZ1GPN0T8,survey1,q_197_2,Please say both words aloud. Which one would you say?,37,comp_198_3,probably miami-licious,2,vowel
sr106,A3DHYTZ1GPN0T8,survey1,q_7_2,Are you a native speaker of English?,0,comp_7_3,Yes,0,
sr106,A3DHYTZ1GPN0T8,survey1,q_2_2,What is your age?,1,comp_3_3,26-35,3,
sr106,A3DHYTZ1GPN0T8,survey1,q_9_2,Please say both words aloud. Which one would you say?,2,comp_10_3,probably corvette-licious,2,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_65_2,Please say both words aloud. Which one would you say?,3,comp_67_3,probably magic-alicious,1,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_113_2,Please say both words aloud. Which one would you say?,4,comp_115_3,probably orthodonist-alicious,2,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_209_2,Please say both words aloud. Which one would you say?,5,comp_209_3,definitely berlin-thon,3,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_377_2,Please say both words aloud. Which one would you say?,6,comp_379_3,probably korea-athon,1,schwa
sr106,A3DHYTZ1GPN0T8,survey1,q_13_2,Please say both words aloud. Which one would you say?,7,comp_14_3,probably stampede-licious,2,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_193_2,Please say both words aloud. Which one would you say?,8,comp_195_3,probably spaghetti-alicious,1,vowel
sr106,A3DHYTZ1GPN0T8,survey1,q_277_2,Please say both words aloud. Which one would you say?,9,comp_280_3,definitely mayo-athon,0,vowel
sr106,A3DHYTZ1GPN0T8,survey1,q_205_2,Please say both words aloud. Which one would you say?,10,comp_206_3,probably stampede-thon,2,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_21_2,Please say both words aloud. Which one would you say?,11,comp_24_3,definitely typhoon-alicious,3,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_69_2,Please say both words aloud. Which one would you say?,12,comp_70_3,probably office-licious,1,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_389_2,Please say both words aloud. Which one would you say?,13,comp_390_3,probably miami-thon,2,vowel
sr106,A3DHYTZ1GPN0T8,survey1,q_273_2,Please say both words aloud. Which one would you say?,14,comp_275_3,probably chili-athon,2,vowel
sr106,A3DHYTZ1GPN0T8,survey1,q_237_2,Please say both words aloud. Which one would you say?,15,comp_238_3,probably japan-thon,1,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_153_2,Please say both words aloud. Which one would you say?,16,comp_155_3,probably silverware-alicious,1,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_245_2,Please say both words aloud. Which one would you say?,17,comp_246_3,probably marine-thon,2,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_217_2,Please say both words aloud. Which one would you say?,18,comp_217_3,definitely champagne-thon,3,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_33_2,Please say both words aloud. Which one would you say?,19,comp_35_3,probably estate-alicious,1,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_373_2,Please say both words aloud. Which one would you say?,20,comp_376_3,definitely banana-athon,0,schwa
sr106,A3DHYTZ1GPN0T8,survey1,q_241_2,Please say both words aloud. Which one would you say?,21,comp_242_3,probably cologne-thon,1,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_201_2,Please say both words aloud. Which one would you say?,22,comp_203_3,probably corvette-athon,2,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_77_2,Please say both words aloud. Which one would you say?,23,comp_80_3,definitely omelet-alicious,3,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_181_2,Please say both words aloud. Which one would you say?,24,comp_183_3,probably banana-alicious,2,schwa
sr106,A3DHYTZ1GPN0T8,survey1,q_97_2,Please say both words aloud. Which one would you say?,25,comp_99_3,probably cuba-alicious,1,schwa
sr106,A3DHYTZ1GPN0T8,survey1,q_337_2,Please say both words aloud. Which one would you say?,26,comp_339_3,probably opinion-athon,1,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_73_2,Please say both words aloud. Which one would you say?,27,comp_74_3,probably patrick-licious,2,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_369_2,Please say both words aloud. Which one would you say?,28,comp_371_3,probably antenna-athon,2,schwa
sr106,A3DHYTZ1GPN0T8,survey1,q_85_2,Please say both words aloud. Which one would you say?,29,comp_86_3,probably mayo-licious,1,vowel
sr106,A3DHYTZ1GPN0T8,survey1,q_169_2,Please say both words aloud. Which one would you say?,30,comp_172_3,definitely nicotine-alicious,3,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_37_2,Please say both words aloud. Which one would you say?,31,comp_38_3,probably grenade-licious,1,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_29_2,Please say both words aloud. Which one would you say?,32,comp_29_3,definitely cayenne-licious,0,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_293_2,Please say both words aloud. Which one would you say?,33,comp_293_3,definitely drama-thon,3,schwa
sr106,A3DHYTZ1GPN0T8,survey1,q_233_2,Please say both words aloud. Which one would you say?,34,comp_234_3,probably balloon-thon,2,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_149_2,Please say both words aloud. Which one would you say?,35,comp_150_3,probably asylum-licious,2,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_145_2,Please say both words aloud. Which one would you say?,36,comp_147_3,probably opinion-alicious,2,consonant
sr106,A3DHYTZ1GPN0T8,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr107,APYYV3B1MT2B6,survey1,q_-1_-1,Its very interesting ,-1,comp_-1_-1,Its very interesting ,-1,
sr107,APYYV3B1MT2B6,survey1,q_7_2,Are you a native speaker of English?,0,comp_7_3,Yes,1,
sr107,APYYV3B1MT2B6,survey1,q_2_2,What is your age?,1,comp_3_3,26-35,3,
sr107,APYYV3B1MT2B6,survey1,q_369_2,Please say both words aloud. Which one would you say?,2,comp_369_3,definitely antenna-thon,3,schwa
sr107,APYYV3B1MT2B6,survey1,q_81_2,Please say both words aloud. Which one would you say?,3,comp_84_3,definitely chili-alicious,3,vowel
sr107,APYYV3B1MT2B6,survey1,q_161_2,Please say both words aloud. Which one would you say?,4,comp_161_3,definitely hurricane-licious,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_361_2,Please say both words aloud. Which one would you say?,5,comp_364_3,definitely nicotine-athon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_313_2,Please say both words aloud. Which one would you say?,6,comp_314_3,probably penicillin-thon,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_61_2,Please say both words aloud. Which one would you say?,7,comp_63_3,probably secret-alicious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_337_2,Please say both words aloud. Which one would you say?,8,comp_340_3,definitely opinion-athon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_249_2,Please say both words aloud. Which one would you say?,9,comp_252_3,definitely decade-athon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_309_2,Please say both words aloud. Which one would you say?,10,comp_312_3,definitely meditation-athon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_209_2,Please say both words aloud. Which one would you say?,11,comp_210_3,probably berlin-thon,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_373_2,Please say both words aloud. Which one would you say?,12,comp_376_3,definitely banana-athon,0,schwa
sr107,APYYV3B1MT2B6,survey1,q_281_2,Please say both words aloud. Which one would you say?,13,comp_282_3,probably hero-thon,1,vowel
sr107,APYYV3B1MT2B6,survey1,q_225_2,Please say both words aloud. Which one would you say?,14,comp_226_3,probably estate-thon,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_137_2,Please say both words aloud. Which one would you say?,15,comp_138_3,probably commandment-licious,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_285_2,Please say both words aloud. Which one would you say?,16,comp_288_3,definitely china-athon,3,schwa
sr107,APYYV3B1MT2B6,survey1,q_69_2,Please say both words aloud. Which one would you say?,17,comp_70_3,probably office-licious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_153_2,Please say both words aloud. Which one would you say?,18,comp_155_3,probably silverware-alicious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_301_2,Please say both words aloud. Which one would you say?,19,comp_302_3,probably affidavit-thon,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_349_2,Please say both words aloud. Which one would you say?,20,comp_351_3,probably universe-athon,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_381_2,Please say both words aloud. Which one would you say?,21,comp_383_3,probably placebo-athon,2,vowel
sr107,APYYV3B1MT2B6,survey1,q_257_2,Please say both words aloud. Which one would you say?,22,comp_259_3,probably magic-athon,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_57_2,Please say both words aloud. Which one would you say?,23,comp_60_3,definitely decade-alicious,3,consonant
sr107,APYYV3B1MT2B6,survey1,q_289_2,Please say both words aloud. Which one would you say?,24,comp_292_3,definitely cuba-athon,0,schwa
sr107,APYYV3B1MT2B6,survey1,q_21_2,Please say both words aloud. Which one would you say?,25,comp_23_3,probably typhoon-alicious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_77_2,Please say both words aloud. Which one would you say?,26,comp_78_3,probably omelet-licious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_45_2,Please say both words aloud. Which one would you say?,27,comp_47_3,probably japan-alicious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_305_2,Please say both words aloud. Which one would you say?,28,comp_306_3,probably orthodonist-thon,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_169_2,Please say both words aloud. Which one would you say?,29,comp_169_3,definitely nicotine-licious,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_25_2,Please say both words aloud. Which one would you say?,30,comp_25_3,definitely champagne-licious,3,consonant
sr107,APYYV3B1MT2B6,survey1,q_205_2,Please say both words aloud. Which one would you say?,31,comp_205_3,definitely stampede-thon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_233_2,Please say both words aloud. Which one would you say?,32,comp_236_3,definitely balloon-athon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_241_2,Please say both words aloud. Which one would you say?,33,comp_244_3,definitely cologne-athon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_265_2,Please say both words aloud. Which one would you say?,34,comp_268_3,definitely patrick-athon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_293_2,Please say both words aloud. Which one would you say?,35,comp_295_3,probably drama-athon,1,schwa
sr107,APYYV3B1MT2B6,survey1,q_193_2,Please say both words aloud. Which one would you say?,36,comp_195_3,probably spaghetti-alicious,1,vowel
sr107,APYYV3B1MT2B6,survey1,q_245_2,Please say both words aloud. Which one would you say?,37,comp_246_3,probably marine-thon,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_253_2,Please say both words aloud. Which one would you say?,38,comp_256_3,definitely secret-athon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_261_2,Please say both words aloud. Which one would you say?,39,comp_261_3,definitely office-thon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_197_2,Please say both words aloud. Which one would you say?,40,comp_198_3,probably miami-licious,1,vowel
sr107,APYYV3B1MT2B6,survey1,q_189_2,Please say both words aloud. Which one would you say?,41,comp_191_3,probably placebo-alicious,2,vowel
sr107,APYYV3B1MT2B6,survey1,q_113_2,Please say both words aloud. Which one would you say?,42,comp_115_3,probably orthodonist-alicious,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_221_2,Please say both words aloud. Which one would you say?,43,comp_221_3,definitely cayenne-thon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_165_2,Please say both words aloud. Which one would you say?,44,comp_165_3,definitely valentine-licious,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_321_2,Please say both words aloud. Which one would you say?,45,comp_321_3,definitely ceramic-thon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_333_2,Please say both words aloud. Which one would you say?,46,comp_336_3,definitely eleven-athon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_145_2,Please say both words aloud. Which one would you say?,47,comp_147_3,probably opinion-alicious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_105_2,Please say both words aloud. Which one would you say?,48,comp_107_3,probably anesthetic-alicious,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_345_2,Please say both words aloud. Which one would you say?,49,comp_346_3,probably silverware-thon,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_273_2,Please say both words aloud. Which one would you say?,50,comp_275_3,probably chili-athon,2,vowel
sr107,APYYV3B1MT2B6,survey1,q_213_2,Please say both words aloud. Which one would you say?,51,comp_215_3,probably typhoon-athon,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_297_2,Please say both words aloud. Which one would you say?,52,comp_297_3,definitely anesthetic-thon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_181_2,Please say both words aloud. Which one would you say?,53,comp_182_3,probably banana-licious,1,schwa
sr107,APYYV3B1MT2B6,survey1,q_149_2,Please say both words aloud. Which one would you say?,54,comp_152_3,definitely asylum-alicious,3,consonant
sr107,APYYV3B1MT2B6,survey1,q_109_2,Please say both words aloud. Which one would you say?,55,comp_110_3,probably affidavit-licious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_41_2,Please say both words aloud. Which one would you say?,56,comp_44_3,definitely balloon-alicious,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_357_2,Please say both words aloud. Which one would you say?,57,comp_360_3,definitely valentine-athon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_229_2,Please say both words aloud. Which one would you say?,58,comp_232_3,definitely grenade-athon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_89_2,Please say both words aloud. Which one would you say?,59,comp_90_3,probably hero-licious,2,vowel
sr107,APYYV3B1MT2B6,survey1,q_389_2,Please say both words aloud. Which one would you say?,60,comp_390_3,probably miami-thon,1,vowel
sr107,APYYV3B1MT2B6,survey1,q_365_2,Please say both words aloud. Which one would you say?,61,comp_368_3,definitely antidote-athon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_73_2,Please say both words aloud. Which one would you say?,62,comp_74_3,probably patrick-licious,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_217_2,Please say both words aloud. Which one would you say?,63,comp_218_3,probably champagne-thon,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_133_2,Please say both words aloud. Which one would you say?,64,comp_134_3,probably detective-licious,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_65_2,Please say both words aloud. Which one would you say?,65,comp_66_3,probably magic-licious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_325_2,Please say both words aloud. Which one would you say?,66,comp_326_3,probably detective-thon,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_201_2,Please say both words aloud. Which one would you say?,67,comp_202_3,probably corvette-thon,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_185_2,Please say both words aloud. Which one would you say?,68,comp_188_3,definitely korea-alicious,0,schwa
sr107,APYYV3B1MT2B6,survey1,q_17_2,Please say both words aloud. Which one would you say?,69,comp_19_3,probably berlin-alicious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_353_2,Please say both words aloud. Which one would you say?,70,comp_354_3,probably hurricane-thon,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_33_2,Please say both words aloud. Which one would you say?,71,comp_35_3,probably estate-alicious,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_117_2,Please say both words aloud. Which one would you say?,72,comp_118_3,probably meditation-licious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_129_2,Please say both words aloud. Which one would you say?,73,comp_130_3,probably ceramic-licious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_49_2,Please say both words aloud. Which one would you say?,74,comp_50_3,probably cologne-licious,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_85_2,Please say both words aloud. Which one would you say?,75,comp_86_3,probably mayo-licious,2,vowel
sr107,APYYV3B1MT2B6,survey1,q_173_2,Please say both words aloud. Which one would you say?,76,comp_174_3,probably antidote-licious,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_317_2,Please say both words aloud. Which one would you say?,77,comp_319_3,probably coliseum-athon,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_101_2,Please say both words aloud. Which one would you say?,78,comp_102_3,probably drama-licious,1,schwa
sr107,APYYV3B1MT2B6,survey1,q_97_2,Please say both words aloud. Which one would you say?,79,comp_98_3,probably cuba-licious,1,schwa
sr107,APYYV3B1MT2B6,survey1,q_237_2,Please say both words aloud. Which one would you say?,80,comp_239_3,probably japan-athon,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_141_2,Please say both words aloud. Which one would you say?,81,comp_143_3,probably eleven-alicious,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_125_2,Please say both words aloud. Which one would you say?,82,comp_127_3,probably coliseum-alicious,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_385_2,Please say both words aloud. Which one would you say?,83,comp_386_3,probably spaghetti-thon,2,vowel
sr107,APYYV3B1MT2B6,survey1,q_13_2,Please say both words aloud. Which one would you say?,84,comp_14_3,probably stampede-licious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_157_2,Please say both words aloud. Which one would you say?,85,comp_157_3,definitely universe-licious,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_53_2,Please say both words aloud. Which one would you say?,86,comp_54_3,probably marine-licious,1,consonant
sr107,APYYV3B1MT2B6,survey1,q_177_2,Please say both words aloud. Which one would you say?,87,comp_178_3,probably antenna-licious,2,schwa
sr107,APYYV3B1MT2B6,survey1,q_37_2,Please say both words aloud. Which one would you say?,88,comp_38_3,probably grenade-licious,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_9_2,Please say both words aloud. Which one would you say?,89,comp_10_3,probably corvette-licious,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_121_2,Please say both words aloud. Which one would you say?,90,comp_123_3,probably penicillin-alicious,2,consonant
sr107,APYYV3B1MT2B6,survey1,q_29_2,Please say both words aloud. Which one would you say?,91,comp_29_3,definitely cayenne-licious,3,consonant
sr107,APYYV3B1MT2B6,survey1,q_269_2,Please say both words aloud. Which one would you say?,92,comp_269_3,definitely omelet-thon,3,consonant
sr107,APYYV3B1MT2B6,survey1,q_329_2,Please say both words aloud. Which one would you say?,93,comp_332_3,definitely commandment-athon,3,consonant
sr107,APYYV3B1MT2B6,survey1,q_93_2,Please say both words aloud. Which one would you say?,94,comp_96_3,definitely china-alicious,3,schwa
sr107,APYYV3B1MT2B6,survey1,q_377_2,Please say both words aloud. Which one would you say?,95,comp_378_3,probably korea-thon,2,schwa
sr107,APYYV3B1MT2B6,survey1,q_341_2,Please say both words aloud. Which one would you say?,96,comp_341_3,definitely asylum-thon,0,consonant
sr107,APYYV3B1MT2B6,survey1,q_277_2,Please say both words aloud. Which one would you say?,97,comp_278_3,probably mayo-thon,2,vowel
sr107,APYYV3B1MT2B6,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr108,A6GK3W5MDWXCY,survey1,q_341_2,Please say both words aloud. Which one would you say?,24,comp_343_3,probably asylum-athon,1,consonant
sr108,A6GK3W5MDWXCY,survey1,q_2_2,What is your age?,0,comp_4_3,36-45,2,
sr108,A6GK3W5MDWXCY,survey1,q_7_2,Are you a native speaker of English?,1,comp_7_3,Yes,0,
sr108,A6GK3W5MDWXCY,survey1,q_385_2,Please say both words aloud. Which one would you say?,2,comp_386_3,probably spaghetti-thon,2,vowel
sr108,A6GK3W5MDWXCY,survey1,q_193_2,Please say both words aloud. Which one would you say?,3,comp_194_3,probably spaghetti-licious,2,vowel
sr108,A6GK3W5MDWXCY,survey1,q_125_2,Please say both words aloud. Which one would you say?,4,comp_126_3,probably coliseum-licious,1,consonant
sr108,A6GK3W5MDWXCY,survey1,q_333_2,Please say both words aloud. Which one would you say?,5,comp_335_3,probably eleven-athon,2,consonant
sr108,A6GK3W5MDWXCY,survey1,q_277_2,Please say both words aloud. Which one would you say?,6,comp_278_3,probably mayo-thon,1,vowel
sr108,A6GK3W5MDWXCY,survey1,q_197_2,Please say both words aloud. Which one would you say?,7,comp_197_3,definitely miami-licious,0,vowel
sr108,A6GK3W5MDWXCY,survey1,q_33_2,Please say both words aloud. Which one would you say?,8,comp_35_3,probably estate-alicious,2,consonant
sr108,A6GK3W5MDWXCY,survey1,q_265_2,Please say both words aloud. Which one would you say?,9,comp_266_3,probably patrick-thon,2,consonant
sr108,A6GK3W5MDWXCY,survey1,q_313_2,Please say both words aloud. Which one would you say?,10,comp_315_3,probably penicillin-athon,2,consonant
sr108,A6GK3W5MDWXCY,survey1,q_253_2,Please say both words aloud. Which one would you say?,11,comp_255_3,probably secret-athon,2,consonant
sr108,A6GK3W5MDWXCY,survey1,q_381_2,Please say both words aloud. Which one would you say?,12,comp_382_3,probably placebo-thon,1,vowel
sr108,A6GK3W5MDWXCY,survey1,q_25_2,Please say both words aloud. Which one would you say?,13,comp_26_3,probably champagne-licious,1,consonant
sr108,A6GK3W5MDWXCY,survey1,q_165_2,Please say both words aloud. Which one would you say?,14,comp_166_3,probably valentine-licious,1,consonant
sr108,A6GK3W5MDWXCY,survey1,q_321_2,Please say both words aloud. Which one would you say?,15,comp_322_3,probably ceramic-thon,2,consonant
sr108,A6GK3W5MDWXCY,survey1,q_205_2,Please say both words aloud. Which one would you say?,16,comp_207_3,probably stampede-athon,2,consonant
sr108,A6GK3W5MDWXCY,survey1,q_21_2,Please say both words aloud. Which one would you say?,17,comp_23_3,probably typhoon-alicious,2,consonant
sr108,A6GK3W5MDWXCY,survey1,q_13_2,Please say both words aloud. Which one would you say?,18,comp_15_3,probably stampede-alicious,1,consonant
sr108,A6GK3W5MDWXCY,survey1,q_293_2,Please say both words aloud. Which one would you say?,19,comp_293_3,definitely drama-thon,3,schwa
sr108,A6GK3W5MDWXCY,survey1,q_45_2,Please say both words aloud. Which one would you say?,20,comp_47_3,probably japan-alicious,1,consonant
sr108,A6GK3W5MDWXCY,survey1,q_141_2,Please say both words aloud. Which one would you say?,21,comp_143_3,probably eleven-alicious,1,consonant
sr108,A6GK3W5MDWXCY,survey1,q_153_2,Please say both words aloud. Which one would you say?,22,comp_155_3,probably silverware-alicious,2,consonant
sr108,A6GK3W5MDWXCY,survey1,q_29_2,Please say both words aloud. Which one would you say?,23,comp_30_3,probably cayenne-licious,1,consonant
sr108,A6GK3W5MDWXCY,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr109,AQ4PB1PVI9U7V,survey1,q_-1_-1,This survey was good.,-1,comp_-1_-1,This survey was good.,-1,
sr109,AQ4PB1PVI9U7V,survey1,q_2_2,What is your age?,0,comp_6_3,66+,4,
sr109,AQ4PB1PVI9U7V,survey1,q_7_2,Are you a native speaker of English?,1,comp_7_3,Yes,1,
sr109,AQ4PB1PVI9U7V,survey1,q_365_2,Please say both words aloud. Which one would you say?,2,comp_367_3,probably antidote-athon,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_53_2,Please say both words aloud. Which one would you say?,3,comp_53_3,definitely marine-licious,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_77_2,Please say both words aloud. Which one would you say?,4,comp_79_3,probably omelet-alicious,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_353_2,Please say both words aloud. Which one would you say?,5,comp_356_3,definitely hurricane-athon,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_269_2,Please say both words aloud. Which one would you say?,6,comp_271_3,probably omelet-athon,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_45_2,Please say both words aloud. Which one would you say?,7,comp_45_3,definitely japan-licious,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_241_2,Please say both words aloud. Which one would you say?,8,comp_242_3,probably cologne-thon,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_285_2,Please say both words aloud. Which one would you say?,9,comp_286_3,probably china-thon,2,schwa
sr109,AQ4PB1PVI9U7V,survey1,q_205_2,Please say both words aloud. Which one would you say?,10,comp_206_3,probably stampede-thon,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_261_2,Please say both words aloud. Which one would you say?,11,comp_263_3,probably office-athon,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_357_2,Please say both words aloud. Which one would you say?,12,comp_357_3,definitely valentine-thon,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_33_2,Please say both words aloud. Which one would you say?,13,comp_33_3,definitely estate-licious,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_217_2,Please say both words aloud. Which one would you say?,14,comp_219_3,probably champagne-athon,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_337_2,Please say both words aloud. Which one would you say?,15,comp_340_3,definitely opinion-athon,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_245_2,Please say both words aloud. Which one would you say?,16,comp_247_3,probably marine-athon,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_125_2,Please say both words aloud. Which one would you say?,17,comp_127_3,probably coliseum-alicious,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_41_2,Please say both words aloud. Which one would you say?,18,comp_44_3,definitely balloon-alicious,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_129_2,Please say both words aloud. Which one would you say?,19,comp_132_3,definitely ceramic-alicious,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_265_2,Please say both words aloud. Which one would you say?,20,comp_267_3,probably patrick-athon,1,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_49_2,Please say both words aloud. Which one would you say?,21,comp_50_3,probably cologne-licious,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_333_2,Please say both words aloud. Which one would you say?,22,comp_336_3,definitely eleven-athon,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_369_2,Please say both words aloud. Which one would you say?,23,comp_370_3,probably antenna-thon,1,schwa
sr109,AQ4PB1PVI9U7V,survey1,q_149_2,Please say both words aloud. Which one would you say?,24,comp_152_3,definitely asylum-alicious,0,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_329_2,Please say both words aloud. Which one would you say?,25,comp_331_3,probably commandment-athon,2,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_173_2,Please say both words aloud. Which one would you say?,26,comp_173_3,definitely antidote-licious,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_273_2,Please say both words aloud. Which one would you say?,27,comp_274_3,probably chili-thon,1,vowel
sr109,AQ4PB1PVI9U7V,survey1,q_73_2,Please say both words aloud. Which one would you say?,28,comp_73_3,definitely patrick-licious,3,consonant
sr109,AQ4PB1PVI9U7V,survey1,q_277_2,Please say both words aloud. Which one would you say?,29,comp_279_3,probably mayo-athon,1,vowel
